,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
7584,78,15,47,0,2
7585,135,1,98,0,9
7586,66,1,61,0,9
7587,118,26,21,0,1
7588,96,32,34,1,2
7589,106,27,89,0,1
7590,112,3,88,1,2
7591,107,4,79,0,7
7592,73,2,55,1,1
7593,64,6,43,0,2
7594,61,27,90,0,2
7595,181,7,80,1,1
7596,123,1,67,3,1
7597,88,16,28,2,7
7598,74,3,42,0,3
7599,68,1,69,0,9
7600,114,35,24,0,8
7601,105,8,29,0,5
7602,118,1,59,0,2
7603,117,11,35,2,2
7604,71,32,15,0,2
7605,116,6,78,0,3
7606,95,34,82,1,7
7607,108,28,10,0,1
7608,68,21,72,5,5
7609,63,12,86,0,2
7610,110,25,59,0,7
7611,63,6,9,0,1
7612,103,8,99,0,2
7613,107,2,4,2,1
7614,97,27,18,0,2
7615,61,7,36,0,2
7616,68,17,62,0,5
7617,65,22,39,0,2
7618,72,26,98,0,1
7619,105,3,30,0,1
7620,86,20,52,3,3
7621,70,11,40,0,1
7622,70,28,77,1,3
7623,116,25,54,0,7
7624,90,1,69,0,1
7625,73,8,6,0,1
7626,82,22,62,0,2
7627,83,16,75,0,1
7628,95,14,57,2,1
7629,85,9,76,0,1
7630,66,25,3,0,2
7631,95,12,17,1,6
7632,101,3,29,0,1
7633,68,10,36,0,7
7634,101,7,19,0,4
7635,101,26,42,0,5
7636,82,9,21,0,1
7637,109,13,25,3,1
7638,71,33,7,0,2
7639,62,19,89,0,1
7640,124,21,16,0,1
7641,106,5,67,0,1
7642,65,10,56,1,3
7643,111,13,15,3,2
7644,65,4,79,0,1
7645,134,9,43,3,1
7646,73,29,93,0,1
7647,101,1,19,0,1
7648,62,24,63,4,1
7649,76,2,66,0,2
7650,140,34,56,0,2
7651,66,6,55,0,2
7652,129,14,93,2,1
7653,63,1,9,0,1
7654,113,6,35,1,5
7655,74,21,30,0,2
7656,62,15,63,0,2
7657,83,24,16,0,2
7658,80,4,82,0,3
7659,93,2,88,0,3
7660,83,19,25,0,4
7661,98,23,7,0,1
7662,65,17,44,0,1
7663,65,32,88,0,1
7664,69,7,64,2,1
7665,137,11,73,0,1
7666,159,5,97,0,2
7667,97,6,59,0,1
7668,121,8,79,0,1
7669,64,35,94,0,5
7670,66,20,18,0,1
7671,74,0,99,1,3
7672,92,16,56,0,1
7673,109,30,87,0,4
7674,98,31,61,0,1
7675,122,2,69,0,6
7676,98,25,87,0,7
7677,103,4,86,0,1
7678,74,10,89,1,8
7679,116,2,97,0,1
7680,65,14,30,0,1
7681,105,3,92,0,1
7682,105,16,70,1,4
7683,125,6,61,0,2
7684,119,12,16,0,2
7685,94,17,56,0,1
7686,69,21,1,0,8
7687,73,22,13,0,4
7688,74,12,88,0,7
7689,108,28,10,0,1
7690,66,11,74,0,2
7691,72,16,31,0,9
7692,104,31,6,0,8
7693,73,17,69,0,3
7694,61,7,1,0,4
7695,81,1,49,0,1
7696,74,17,36,0,8
7697,63,8,87,0,1
7698,98,7,57,0,2
7699,99,15,84,0,2
7700,63,24,80,0,1
7701,85,4,45,0,1
7702,69,4,23,0,7
7703,87,35,48,0,1
7704,87,10,74,0,3
7705,94,29,89,1,1
7706,82,10,69,0,1
7707,65,1,0,0,1
7708,73,35,52,3,5
7709,63,10,6,4,3
7710,68,6,47,0,1
7711,67,29,49,1,1
7712,73,14,66,0,1
7713,128,18,5,1,2
7714,97,12,24,0,2
7715,182,4,34,0,5
7716,63,23,38,0,3
7717,71,1,66,1,1
7718,64,2,24,5,2
7719,121,7,34,0,2
7720,133,24,46,0,2
7721,64,14,92,0,7
7722,69,34,15,0,2
7723,198,33,55,1,3
7724,119,14,37,4,3
7725,66,34,74,0,3
7726,76,9,31,1,1
7727,139,17,24,4,5
7728,186,5,10,3,1
7729,77,14,48,0,1
7730,61,21,13,0,3
7731,132,26,27,0,1
7732,67,2,25,0,5
7733,64,17,7,1,2
7734,66,7,56,0,1
7735,78,22,3,0,2
7736,126,12,4,0,2
7737,115,34,40,0,1
7738,79,30,25,0,1
7739,72,20,49,0,4
7740,65,18,48,0,2
7741,239,12,11,0,1
7742,81,14,42,0,4
7743,110,27,84,3,7
7744,119,9,8,0,3
7745,66,13,98,0,1
7746,61,0,76,0,4
7747,90,32,70,0,2
7748,73,30,11,0,8
7749,116,20,39,0,1
7750,106,16,39,0,9
7751,66,5,74,0,2
7752,71,14,62,0,2
7753,82,14,99,1,2
7754,101,20,44,0,5
7755,61,18,93,0,2
7756,185,34,20,3,1
7757,105,27,42,0,4
7758,71,22,69,0,1
7759,129,2,72,0,1
7760,87,14,34,2,2
7761,66,13,43,0,2
7762,68,19,53,0,3
7763,73,5,98,1,3
7764,64,17,68,0,2
7765,86,25,44,0,1
7766,64,5,80,0,6
7767,118,31,83,0,1
7768,71,7,87,0,1
7769,126,2,96,2,1
7770,119,0,71,0,1
7771,114,5,83,0,2
7772,65,21,21,0,2
7773,65,0,29,0,1
7774,115,33,0,0,3
7775,61,11,39,0,2
7776,107,13,17,0,5
7777,68,32,72,0,2
7778,69,15,9,0,2
7779,69,3,92,0,1
7780,74,26,3,0,1
7781,132,0,20,0,1
7782,137,24,28,0,1
7783,62,26,34,0,2
7784,74,15,6,1,3
7785,83,12,97,0,2
7786,110,13,52,0,2
7787,109,23,45,0,4
7788,61,0,78,0,5
7789,66,15,99,0,3
7790,84,33,70,0,7
7791,66,21,88,0,3
7792,86,21,88,0,3
7793,105,18,48,0,9
7794,67,33,21,2,1
7795,136,15,67,0,5
7796,72,7,92,0,1
7797,66,11,85,0,3
7798,117,10,41,0,2
7799,78,3,78,0,2
7800,114,33,12,0,1
7801,91,10,30,2,1
7802,80,6,74,0,9
7803,102,20,46,0,3
7804,104,6,33,0,3
7805,67,16,92,0,1
7806,71,13,24,0,1
7807,92,22,92,0,6
7808,102,17,7,0,2
7809,83,15,80,1,6
7810,106,18,95,0,2
7811,82,15,84,0,8
7812,63,29,51,0,9
7813,71,30,70,0,5
7814,93,4,41,0,7
7815,92,8,25,0,3
7816,271,20,40,0,1
7817,69,1,2,3,5
7818,131,7,36,0,1
7819,107,9,45,0,3
7820,93,2,63,0,3
7821,64,3,80,0,2
7822,76,14,63,1,2
7823,68,10,81,0,1
7824,112,25,58,0,3
7825,61,32,7,0,3
7826,87,4,4,3,1
7827,113,1,60,0,5
7828,64,34,64,0,6
7829,62,29,72,0,1
7830,72,29,86,0,4
7831,79,20,92,0,2
7832,127,28,23,0,4
7833,67,19,54,0,6
7834,64,2,68,0,1
7835,249,1,62,0,2
7836,88,3,70,0,1
7837,72,12,61,0,6
7838,117,10,37,0,1
7839,77,19,17,0,1
7840,67,9,67,0,2
7841,99,34,52,0,3
7842,64,12,25,0,1
7843,109,23,45,0,4
7844,95,2,17,0,2
7845,112,11,9,0,2
7846,62,17,41,0,2
7847,67,27,71,0,6
7848,113,5,27,0,3
7849,110,1,53,1,2
7850,78,24,11,0,1
7851,65,22,67,0,1
7852,83,22,0,3,5
7853,84,18,25,1,4
7854,90,0,93,0,7
7855,68,2,21,0,8
7856,93,20,65,0,2
7857,66,3,86,0,1
7858,68,14,46,0,2
7859,78,7,5,0,6
7860,194,26,10,0,5
7861,86,34,37,0,2
7862,61,34,11,2,3
7863,121,9,50,0,3
7864,99,2,30,0,2
7865,74,24,63,0,2
7866,74,16,14,0,7
7867,67,17,1,3,4
7868,73,18,61,0,1
7869,61,28,13,0,1
7870,197,12,97,0,8
7871,98,5,32,0,7
7872,86,26,3,0,2
7873,65,9,81,0,8
7874,65,5,85,2,2
7875,68,3,71,0,2
7876,119,11,9,0,2
7877,65,4,3,1,1
7878,78,10,63,0,1
7879,64,17,17,1,1
7880,77,5,2,0,7
7881,65,26,33,0,4
7882,116,15,19,0,3
7883,66,31,69,4,6
7884,66,17,92,1,1
7885,69,12,89,0,1
7886,137,15,52,0,2
7887,113,10,15,0,2
7888,66,22,4,1,1
7889,94,23,56,0,2
7890,97,10,3,0,2
7891,71,33,25,0,8
7892,73,12,42,0,2
7893,65,34,35,0,4
7894,72,22,12,1,1
7895,73,4,31,0,2
7896,78,7,63,0,2
7897,85,19,23,0,3
7898,130,14,59,0,1
7899,62,3,73,1,1
7900,72,12,61,0,6
7901,74,34,80,0,2
7902,70,32,14,0,1
7903,63,10,19,0,2
7904,189,4,29,0,5
7905,83,17,28,0,4
7906,129,11,36,0,1
7907,70,15,58,0,1
7908,69,25,32,0,9
7909,139,31,62,0,2
7910,115,8,60,1,3
7911,65,10,56,1,3
7912,67,9,70,0,1
7913,61,34,11,2,3
7914,125,26,80,0,1
7915,86,15,94,0,9
7916,94,15,26,3,2
7917,139,5,34,0,5
7918,117,13,11,0,8
7919,135,11,59,0,2
7920,67,5,53,0,1
7921,118,14,78,0,2
7922,135,32,33,0,1
7923,122,15,47,0,9
7924,77,14,68,2,1
7925,73,24,6,0,5
7926,65,10,54,0,1
7927,61,22,59,0,2
7928,110,7,35,0,9
7929,61,20,31,0,2
7930,184,6,10,0,3
7931,63,30,99,0,3
7932,76,15,60,1,4
7933,182,8,35,3,1
7934,86,4,3,0,1
7935,68,5,41,0,4
7936,65,1,84,0,2
7937,67,0,40,0,2
7938,64,26,99,0,2
7939,73,31,79,0,1
7940,72,26,65,0,5
7941,91,22,23,1,1
7942,85,4,18,0,2
7943,144,35,36,0,2
7944,77,10,73,1,1
7945,106,6,52,0,3
7946,64,27,62,0,2
7947,93,10,50,0,2
7948,128,4,86,0,3
7949,72,24,59,0,3
7950,67,5,62,0,6
7951,127,20,31,0,2
7952,69,22,98,3,8
7953,61,5,51,0,7
7954,71,31,16,0,9
7955,68,18,12,0,1
7956,111,4,8,0,2
7957,115,19,39,0,2
7958,110,17,69,0,1
7959,138,0,20,0,1
7960,73,31,68,0,2
7961,85,7,75,3,3
7962,62,16,90,0,3
7963,73,16,26,0,1
7964,61,18,74,0,3
7965,63,7,63,1,1
7966,66,12,12,0,5
7967,63,12,13,0,1
7968,76,0,60,0,8
7969,93,28,46,3,1
7970,73,6,66,0,3
7971,109,12,66,0,2
7972,62,1,99,0,5
7973,92,4,83,2,3
7974,76,16,56,0,3
7975,112,6,37,3,7
7976,74,16,8,0,4
7977,68,24,31,0,2
7978,183,7,37,0,1
7979,117,6,12,0,2
7980,61,11,98,0,1
7981,67,23,88,0,1
7982,123,13,23,0,1
7983,64,10,72,0,2
7984,62,30,77,0,1
7985,187,3,4,0,1
7986,104,2,85,0,2
7987,68,18,5,0,8
7988,61,7,3,0,8
7989,112,8,28,0,1
7990,271,20,40,0,1
7991,73,9,94,0,2
7992,89,2,17,0,2
7993,98,33,78,0,3
7994,108,10,19,0,4
7995,85,23,88,0,2
7996,67,28,42,0,1
7997,113,16,97,4,1
7998,70,6,81,0,3
7999,64,18,30,0,1
8000,103,6,20,0,1
8001,134,29,43,0,6
8002,65,15,26,0,3
8003,103,8,50,0,1
8004,87,33,51,0,7
8005,84,4,29,0,1
8006,84,18,25,1,4
8007,79,2,47,0,1
8008,68,10,28,0,1
8009,123,33,35,0,1
8010,110,7,40,0,5
8011,87,27,22,0,1
8012,82,11,35,0,1
8013,70,19,67,1,1
8014,99,3,28,0,1
8015,101,3,78,0,6
8016,106,25,54,1,3
8017,61,15,10,0,3
8018,78,10,63,0,1
8019,77,15,31,0,1
8020,63,24,24,0,2
8021,95,28,66,0,1
8022,128,5,35,2,9
8023,127,22,53,0,1
8024,118,23,54,0,1
8025,102,6,81,0,2
8026,67,9,37,0,1
8027,102,7,2,0,4
8028,124,32,75,0,1
8029,73,25,56,0,2
8030,70,0,45,0,2
8031,141,7,32,0,1
8032,79,18,73,3,3
8033,114,34,43,0,1
8034,107,19,33,0,8
8035,82,34,38,0,1
8036,113,4,13,0,2
8037,102,1,99,0,1
8038,89,6,55,0,2
8039,73,26,50,0,4
8040,208,31,63,0,6
8041,89,8,72,0,2
8042,95,26,37,0,1
8043,95,3,29,0,9
8044,73,3,93,0,1
8045,87,15,7,1,4
8046,86,9,6,0,1
8047,71,17,15,0,2
8048,73,26,1,0,2
8049,69,6,52,0,2
8050,72,2,40,0,3
8051,114,3,42,0,2
8052,64,8,12,0,1
8053,85,2,35,0,1
8054,67,29,88,0,2
8055,76,17,34,1,2
8056,70,18,46,0,2
8057,186,0,91,0,1
8058,62,0,59,0,2
8059,104,16,11,0,1
8060,102,2,13,0,4
8061,67,19,50,0,2
8062,118,9,26,0,1
8063,127,19,12,0,3
8064,183,14,70,0,2
8065,63,4,52,0,2
8066,66,26,16,0,6
8067,72,9,71,0,3
8068,63,31,83,1,1
8069,63,10,43,0,2
8070,68,12,95,3,6
8071,61,3,31,0,1
8072,131,12,76,0,1
8073,65,10,44,0,1
8074,71,0,44,0,1
8075,72,24,76,4,1
8076,104,4,22,0,1
8077,74,32,62,0,3
8078,116,23,0,0,1
8079,192,28,52,0,3
8080,131,34,61,0,9
8081,62,26,81,0,1
8082,199,4,29,3,1
8083,114,19,48,0,2
8084,76,1,91,0,2
8085,74,31,17,0,1
8086,134,15,3,0,1
8087,69,2,83,0,2
8088,107,28,23,1,1
8089,86,16,43,0,2
8090,71,33,35,0,1
8091,79,10,23,0,3
8092,76,24,22,1,1
8093,70,32,78,0,2
8094,80,2,29,0,2
8095,112,19,42,0,6
8096,63,23,26,0,3
8097,66,31,69,4,6
8098,63,30,18,0,2
8099,283,16,43,0,1
8100,113,7,2,0,1
8101,132,7,77,0,3
8102,96,29,93,0,2
8103,135,12,84,4,2
8104,65,1,36,1,3
8105,188,5,61,4,1
8106,73,22,13,0,4
8107,210,7,24,2,1
8108,70,1,88,0,2
8109,70,29,82,0,7
8110,96,11,41,0,5
8111,106,31,15,0,5
8112,106,29,99,0,2
8113,64,31,77,0,1
8114,87,24,23,0,7
8115,117,26,49,3,1
8116,68,8,70,0,2
8117,72,10,82,1,3
8118,79,13,63,0,8
8119,112,15,62,0,1
8120,71,13,50,0,1
8121,92,9,12,1,4
8122,136,0,94,0,2
8123,106,14,21,0,2
8124,117,9,12,0,2
8125,106,29,45,0,9
8126,78,3,30,0,2
8127,113,20,17,1,5
8128,64,25,89,0,4
8129,128,0,88,0,3
8130,103,14,79,0,1
8131,62,24,15,0,2
8132,97,4,51,0,1
8133,103,6,28,0,2
8134,99,9,21,0,2
8135,103,18,72,0,6
8136,62,34,39,0,6
8137,110,27,48,1,2
8138,89,28,31,0,1
8139,107,2,74,0,3
8140,63,29,51,0,9
8141,139,16,33,0,2
8142,86,3,59,0,1
8143,71,24,32,0,1
8144,74,31,79,0,4
8145,69,1,78,0,9
8146,93,22,20,0,1
8147,112,0,25,0,1
8148,139,16,50,0,1
8149,66,6,27,0,1
8150,137,2,58,1,8
8151,94,31,18,0,2
8152,70,9,80,0,9
8153,70,3,76,0,1
8154,64,28,35,0,3
8155,111,2,29,0,3
8156,107,12,73,0,1
8157,66,6,4,0,7
8158,99,1,63,0,4
8159,134,32,27,0,1
8160,195,10,10,0,1
8161,95,6,43,0,2
8162,125,10,26,0,1
8163,66,7,43,1,5
8164,73,33,44,0,3
8165,86,21,76,0,6
8166,107,3,65,0,3
8167,253,15,40,5,7
8168,119,20,66,1,1
8169,70,6,86,0,2
8170,91,15,80,0,4
8171,68,24,2,0,2
8172,83,28,68,3,3
8173,101,24,8,0,2
8174,63,16,41,2,3
8175,95,1,77,0,7
8176,61,11,30,1,1
8177,121,21,37,0,1
8178,97,26,25,0,3
8179,77,4,40,1,9
8180,94,3,43,1,1
8181,83,3,85,1,1
8182,67,23,39,1,2
8183,65,15,26,0,3
8184,119,3,24,0,2
8185,128,1,79,0,4
8186,66,14,16,0,2
8187,69,33,49,1,2
8188,70,9,19,0,3
8189,85,29,37,0,3
8190,112,12,93,0,3
8191,109,18,2,0,2
8192,67,10,32,1,1
8193,116,19,45,0,2
8194,105,2,38,2,7
8195,62,34,71,0,1
8196,107,27,27,0,9
8197,129,15,41,4,1
8198,65,19,33,0,3
8199,79,29,84,0,1
8200,63,28,85,2,8
8201,69,5,78,0,2
8202,88,3,8,0,1
8203,67,13,18,0,7
8204,62,26,81,0,1
8205,67,28,91,0,8
8206,266,25,30,0,2
8207,96,1,44,0,3
8208,68,24,42,0,2
8209,72,5,41,1,1
8210,61,1,5,0,2
8211,183,5,81,0,1
8212,73,1,10,0,5
8213,86,4,83,0,2
8214,74,16,1,0,1
8215,61,8,68,0,1
8216,73,22,93,0,2
8217,113,4,74,0,1
8218,63,20,5,0,1
8219,119,10,62,0,2
8220,271,20,40,0,1
8221,119,3,11,1,8
8222,194,31,11,0,4
8223,68,4,71,0,2
8224,71,32,40,0,2
8225,99,24,32,0,2
8226,72,8,14,2,8
8227,100,4,22,1,2
8228,61,7,77,0,6
8229,87,2,3,2,3
8230,136,14,91,1,2
8231,88,19,89,3,2
8232,85,6,75,0,2
8233,72,26,12,3,2
8234,68,1,67,0,2
8235,80,27,88,0,3
8236,98,23,13,0,1
8237,68,1,63,0,2
8238,67,16,85,0,1
8239,72,30,23,0,3
8240,62,21,79,0,2
8241,70,21,70,0,1
8242,116,8,23,0,8
8243,69,12,56,0,1
8244,71,16,38,0,2
8245,68,33,6,0,2
8246,82,15,82,0,1
8247,64,22,19,0,2
8248,72,14,20,2,8
8249,62,27,14,0,3
8250,61,19,78,0,3
8251,112,30,91,1,3
8252,94,2,99,0,9
8253,68,5,7,1,1
8254,86,1,59,0,1
8255,137,22,68,3,6
8256,102,28,11,0,1
8257,96,29,22,4,2
8258,83,25,76,0,1
8259,73,22,13,0,4
8260,107,29,29,0,9
8261,74,26,84,0,2
8262,114,6,27,0,3
8263,102,10,77,0,2
8264,105,31,85,0,5
8265,71,14,34,0,2
8266,239,19,59,0,7
8267,69,1,78,0,9
8268,70,7,85,0,2
8269,116,23,21,0,2
8270,65,24,0,0,9
8271,73,25,56,0,2
8272,96,29,70,0,4
8273,66,10,72,0,1
8274,68,30,80,0,2
8275,167,30,40,0,5
8276,79,21,53,1,7
8277,89,13,16,0,1
8278,86,23,10,0,1
8279,95,14,81,5,1
8280,107,0,73,0,2
8281,71,22,10,1,1
8282,72,2,34,0,1
8283,73,12,42,0,7
8284,128,5,7,0,1
8285,135,4,46,0,1
8286,61,30,84,0,1
8287,68,18,81,0,3
8288,74,5,84,0,2
8289,62,25,8,0,1
8290,65,33,1,0,3
8291,70,6,33,0,6
8292,92,9,24,0,3
8293,72,28,64,0,1
8294,74,5,75,4,1
8295,69,14,10,1,1
8296,98,2,88,0,1
8297,70,2,96,0,3
8298,104,6,1,1,1
8299,99,22,9,0,3
8300,86,24,95,0,1
8301,102,11,29,0,4
8302,131,10,65,0,1
8303,112,27,18,2,1
8304,72,32,67,0,1
8305,92,5,82,0,8
8306,114,10,50,0,1
8307,71,13,3,0,2
8308,66,15,66,0,8
8309,68,0,73,0,1
8310,70,7,36,0,8
8311,84,8,30,0,7
8312,90,32,42,0,1
8313,64,7,53,0,1
8314,73,22,13,0,4
8315,63,1,9,0,1
8316,76,9,6,0,1
8317,66,13,43,0,2
8318,85,27,95,0,6
8319,101,18,39,0,2
8320,104,2,10,0,7
8321,66,9,18,0,7
8322,77,2,78,0,1
8323,119,14,25,0,1
8324,62,12,7,0,1
8325,92,14,51,0,2
8326,66,4,7,0,1
8327,70,26,34,0,2
8328,105,5,80,0,2
8329,61,2,76,0,2
8330,74,3,59,0,1
8331,83,5,20,1,2
8332,118,31,83,0,1
8333,83,13,62,0,9
8334,74,3,90,4,2
8335,119,3,60,0,9
8336,132,13,67,0,9
8337,101,11,34,0,3
8338,67,19,70,0,1
8339,88,34,3,0,2
8340,65,9,81,0,3
8341,89,17,84,0,1
8342,74,17,48,0,6
8343,118,1,59,0,2
8344,70,1,30,0,2
8345,107,2,93,0,4
8346,81,10,39,0,7
8347,65,12,46,0,2
8348,107,16,90,0,2
8349,74,26,42,0,9
8350,95,18,39,0,2
8351,88,16,95,0,1
8352,254,23,55,0,1
8353,130,18,26,0,4
8354,101,7,35,0,3
8355,71,33,50,0,2
8356,74,12,72,1,2
8357,68,11,84,0,5
8358,128,15,37,0,2
8359,68,13,99,0,3
8360,119,9,8,0,3
8361,64,17,84,0,9
8362,73,32,1,2,1
8363,78,6,32,2,1
8364,179,14,25,5,3
8365,65,2,85,0,5
8366,146,5,84,0,3
8367,71,11,7,0,1
8368,69,13,15,0,1
8369,110,17,59,0,1
8370,97,21,44,0,3
8371,106,11,54,0,2
8372,67,3,81,3,8
8373,88,1,66,0,1
8374,74,23,0,0,8
8375,113,26,88,1,2
8376,61,14,35,1,1
8377,119,29,38,0,1
8378,110,6,62,0,1
8379,137,30,35,0,3
8380,80,8,44,0,3
8381,117,17,41,1,9
8382,66,31,69,4,6
8383,94,4,10,2,2
8384,62,3,76,0,1
8385,122,13,17,0,2
8386,125,10,26,0,1
8387,69,27,14,0,3
8388,76,11,62,0,8
8389,212,6,42,3,2
8390,61,21,57,0,1
8391,86,25,35,0,1
8392,62,0,23,0,8
8393,118,14,64,0,4
8394,101,10,1,0,5
8395,95,22,17,0,1
8396,100,33,13,0,1
8397,67,25,32,0,1
8398,70,23,32,0,7
8399,64,5,65,1,2
8400,130,11,65,0,2
8401,71,10,85,0,3
8402,69,22,19,0,1
8403,87,25,6,2,1
8404,87,33,53,1,7
8405,117,5,3,0,2
8406,101,30,68,1,1
8407,73,15,7,0,1
8408,68,33,79,0,6
8409,67,3,83,0,2
8410,121,7,69,0,1
8411,95,9,15,0,3
8412,64,35,12,2,1
8413,68,28,13,0,1
8414,115,3,22,0,2
8415,187,14,32,0,2
8416,61,26,48,4,3
8417,63,32,27,0,2
8418,104,19,3,0,1
8419,97,8,51,0,2
8420,100,2,44,0,1
8421,70,17,57,1,4
8422,65,16,3,0,2
8423,117,9,59,1,1
8424,64,12,74,0,1
8425,74,32,63,0,1
8426,115,16,89,0,1
8427,104,10,45,0,6
8428,74,4,26,0,2
8429,77,21,66,0,2
8430,222,28,57,0,3
8431,110,3,64,0,8
8432,71,12,55,0,3
8433,69,22,0,2,7
8434,71,24,84,0,3
8435,89,2,2,0,1
8436,67,28,22,0,5
8437,91,22,85,0,9
8438,71,20,4,0,1
8439,122,3,73,0,1
8440,94,17,20,0,6
8441,77,7,17,0,3
8442,98,5,46,0,1
8443,67,23,44,0,3
8444,72,14,53,0,2
8445,92,29,12,0,1
8446,108,3,3,0,7
8447,61,34,11,2,3
8448,72,10,67,1,1
8449,106,11,54,0,2
8450,131,33,79,0,2
8451,66,13,59,0,1
8452,252,31,10,0,3
8453,119,25,89,0,2
8454,105,3,56,0,2
8455,65,20,72,0,1
8456,82,35,51,0,9
8457,79,4,35,0,2
8458,115,8,22,0,1
8459,115,2,75,0,2
8460,131,26,77,2,2
8461,90,19,91,0,1
8462,86,9,83,1,2
8463,73,8,19,0,1
8464,65,3,77,0,8
8465,66,15,66,0,8
8466,96,29,5,0,2
8467,62,6,2,0,1
8468,71,14,9,0,1
8469,119,15,18,0,1
8470,239,10,20,0,2
8471,103,25,27,0,6
8472,116,24,11,0,1
8473,66,18,21,0,2
8474,122,20,94,0,3
8475,62,5,12,0,9
8476,100,4,22,1,2
8477,68,28,23,1,9
8478,63,10,26,0,3
8479,226,11,0,0,1
8480,198,4,51,0,2
8481,115,29,41,4,3
8482,61,10,14,0,5
8483,72,0,31,0,1
8484,70,7,94,0,7
8485,102,16,1,0,2
8486,62,26,81,0,1
8487,126,25,9,1,1
8488,69,6,42,0,2
8489,92,12,6,4,1
8490,193,4,35,0,1
8491,62,19,69,0,2
8492,100,29,3,0,3
8493,67,3,0,0,6
8494,68,16,1,0,7
8495,103,1,51,0,3
8496,194,26,80,0,7
8497,112,16,70,0,8
8498,72,25,21,3,2
8499,71,26,62,1,1
8500,63,23,41,0,2
8501,180,11,65,0,2
8502,65,20,23,0,1
8503,127,29,25,0,4
8504,67,4,99,0,1
8505,82,18,18,0,2
8506,95,11,23,0,5
8507,122,8,53,0,8
8508,66,13,43,0,2
8509,71,15,98,0,3
8510,99,7,55,0,1
8511,90,25,60,0,1
8512,61,9,73,4,3
8513,69,19,95,0,1
8514,114,13,57,0,2
8515,112,2,51,0,1
8516,93,3,36,0,3
8517,66,11,15,0,1
8518,84,8,23,0,2
8519,65,16,93,0,1
8520,65,21,61,0,6
8521,74,8,18,0,3
8522,112,23,20,0,2
8523,64,14,92,0,4
8524,77,13,19,0,1
8525,72,8,5,1,2
8526,74,24,60,0,2
8527,103,30,13,2,1
8528,74,6,92,0,2
8529,85,10,38,0,2
8530,124,28,49,0,1
8531,67,12,40,0,9
8532,74,14,45,1,1
8533,96,10,77,0,1
8534,81,10,57,0,3
8535,67,16,66,0,3
8536,132,17,31,0,1
8537,103,7,12,0,3
8538,65,3,51,0,4
8539,107,20,60,0,3
8540,109,3,16,0,3
8541,104,31,4,0,9
8542,64,25,96,1,2
8543,69,17,76,0,7
8544,69,19,60,0,5
8545,61,12,1,0,1
8546,65,16,4,0,2
8547,70,21,52,0,9
8548,63,32,19,0,2
8549,90,4,65,0,4
8550,64,26,17,0,1
8551,73,12,9,4,2
8552,73,2,38,3,2
8553,109,4,33,0,8
8554,117,24,90,0,2
8555,113,35,29,0,1
8556,110,6,71,0,7
8557,148,15,10,0,1
8558,70,4,38,0,3
8559,66,9,3,0,5
8560,83,0,12,0,7
8561,112,4,48,0,8
8562,84,33,20,0,2
8563,107,28,14,0,7
8564,87,0,4,0,5
8565,81,24,50,0,4
8566,88,0,7,0,2
8567,218,23,99,0,1
8568,111,13,0,0,1
8569,94,14,38,1,1
8570,68,31,30,1,3
8571,108,19,97,0,9
8572,109,1,62,0,2
8573,66,15,66,0,8
8574,63,22,3,0,3
8575,70,32,68,0,1
8576,77,15,12,0,1
8577,72,27,34,0,3
8578,71,2,19,0,8
8579,61,11,74,1,1
8580,64,2,66,0,9
8581,76,15,60,1,4
8582,152,14,98,0,1
8583,84,24,78,0,1
8584,123,21,42,0,2
8585,64,7,61,0,6
8586,68,35,98,2,9
8587,87,24,53,0,2
8588,129,2,31,0,7
8589,101,3,43,1,2
8590,67,12,44,0,2
8591,63,7,63,1,1
8592,66,13,7,0,6
8593,189,30,91,0,7
8594,107,3,65,0,3
8595,124,1,43,0,1
8596,69,13,28,0,9
8597,206,7,82,0,1
8598,79,14,26,0,1
8599,67,28,22,0,5
8600,63,23,72,0,9
8601,66,7,59,0,2
8602,74,24,82,1,3
8603,114,19,45,0,6
8604,69,26,23,0,4
8605,101,34,53,0,1
8606,110,23,25,1,8
8607,136,35,93,0,1
8608,101,1,83,4,1
8609,61,5,84,0,1
8610,109,35,3,0,6
8611,65,18,83,0,1
8612,65,30,5,1,2
8613,85,0,85,0,3
8614,135,26,38,0,3
8615,70,1,28,0,2
8616,118,31,83,0,1
8617,103,29,58,0,3
8618,113,21,16,0,4
8619,67,2,13,0,6
8620,65,23,64,0,3
8621,112,25,69,0,2
8622,91,6,6,1,8
8623,121,12,38,0,2
8624,63,3,73,2,2
8625,116,0,68,4,1
8626,62,31,10,0,5
8627,66,16,77,0,2
8628,128,23,27,0,6
8629,81,26,26,0,1
8630,118,28,33,0,3
8631,63,22,9,0,1
8632,117,5,27,0,6
8633,79,10,22,0,8
8634,117,4,61,0,2
8635,67,20,16,0,4
8636,119,12,57,0,4
8637,85,33,69,0,1
8638,71,19,14,1,1
8639,68,22,7,0,1
8640,69,20,44,0,1
8641,78,2,12,0,2
8642,61,23,46,0,7
8643,197,6,22,0,1
8644,101,7,54,0,1
8645,106,5,32,0,4
8646,64,29,58,0,2
8647,112,16,4,0,1
8648,101,15,36,0,2
8649,100,27,32,1,1
8650,160,33,78,1,1
8651,80,2,59,1,4
8652,71,14,35,0,1
8653,86,15,67,0,8
8654,63,13,3,1,7
8655,95,15,8,0,5
8656,132,0,71,1,2
