,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
7638,27781,71,33,7,0,2,340
7639,43246,62,19,89,0,1,52
7640,14254,124,21,16,0,1,595
7641,60334,106,5,67,0,1,111
7642,35625,65,10,56,1,3,288
7643,54684,111,13,15,3,2,302
7644,56228,65,4,79,0,1,276
7645,82166,134,9,43,3,1,643
7646,30406,73,29,93,0,1,350
7647,75007,101,1,19,0,1,668
7648,79271,62,24,63,4,1,232
7649,37657,76,2,66,0,2,364
7650,59414,140,34,56,0,2,65
7651,44719,66,6,55,0,2,316
7652,37657,129,14,93,2,1,291
7653,21986,63,1,9,0,1,333
7654,58480,113,6,35,1,5,542
7655,37520,74,21,30,0,2,163
7656,50165,62,15,63,0,2,129
7657,42961,83,24,16,0,2,398
7658,86687,80,4,82,0,3,274
7659,37657,93,2,88,0,3,41
7660,23772,83,19,25,0,4,100
7661,37657,98,23,7,0,1,354
7662,18241,65,17,44,0,1,151
7663,37657,65,32,88,0,1,312
7664,86650,69,7,64,2,1,323
7665,37657,137,11,73,0,1,1554
7666,35973,159,5,97,0,2,763
7667,26262,97,6,59,0,1,465
7668,25187,121,8,79,0,1,580
7669,88081,64,35,94,0,5,82
7670,83460,66,20,18,0,1,443
7671,19949,74,0,99,1,3,355
7672,37657,92,16,56,0,1,897
7673,37657,109,30,87,0,4,784
7674,77739,98,31,61,0,1,428
7675,23649,122,2,69,0,6,535
7676,68980,98,25,87,0,7,464
7677,60010,103,4,86,0,1,494
7678,30968,74,10,89,1,8,45
7679,37657,116,2,97,0,1,556
7680,99841,65,14,30,0,1,312
7681,37657,105,3,92,0,1,504
7682,32967,105,16,70,1,4,504
7683,37657,125,6,61,0,2,900
7684,31794,119,12,16,0,2,571
7685,36710,94,17,56,0,1,676
7686,36267,69,21,1,0,8,263
7687,12430,73,22,13,0,4,350
7688,93715,74,12,88,0,7,532
7689,75648,108,28,10,0,1,112
7690,24584,66,11,74,0,2,279
7691,36088,72,16,31,0,9,345
7692,21723,104,31,6,0,8,748
7693,63833,73,17,69,0,3,199
7694,37657,61,7,1,0,4,304
7695,45892,81,1,49,0,1,388
7696,90263,74,17,36,0,8,355
7697,37657,63,8,87,0,1,453
7698,40548,98,7,57,0,2,470
7699,37657,99,15,84,0,2,831
7700,50450,63,24,80,0,1,302
7701,37657,85,4,45,0,1,612
7702,75963,69,4,23,0,7,102
7703,32714,87,35,48,0,1,513
7704,42790,87,10,74,0,3,290
7705,20694,94,29,89,1,1,451
7706,25820,82,10,69,0,1,393
7707,24744,65,1,0,0,1,312
7708,37657,73,35,52,3,5,350
7709,27538,63,10,6,4,3,285
7710,81280,68,6,47,0,1,308
7711,37657,67,29,49,1,1,321
7712,37657,73,14,66,0,1,350
7713,26486,128,18,5,1,2,614
7714,37657,97,12,24,0,2,465
7715,37657,182,4,34,0,5,1953
7716,68331,63,23,38,0,3,302
7717,37657,71,1,66,1,1,511
7718,21636,64,2,24,5,2,213
7719,37657,121,7,34,0,2,871
7720,37657,133,24,46,0,2,1386
7721,37657,64,14,92,0,7,307
7722,35601,69,34,15,0,2,249
7723,37657,198,33,55,1,3,1425
7724,28558,119,14,37,4,3,797
7725,60101,66,34,74,0,3,1
7726,22426,76,9,31,1,1,528
7727,30720,139,17,24,4,5,778
7728,34161,186,5,10,3,1,892
7729,42987,77,14,48,0,1,128
7730,37657,61,21,13,0,3,292
7731,80928,132,26,27,0,1,538
7732,86640,67,2,25,0,5,65
7733,26714,64,17,7,1,2,307
7734,78618,66,7,56,0,1,225
7735,37657,78,22,3,0,2,732
7736,37657,126,12,4,0,2,604
7737,62977,115,34,40,0,1,552
7738,37657,79,30,25,0,1,568
7739,19724,72,20,49,0,4,345
7740,27558,65,18,48,0,2,312
7741,86054,239,12,11,0,1,115
7742,42846,81,14,42,0,4,286
7743,57107,110,27,84,3,7,528
7744,37657,119,9,8,0,3,571
7745,54314,66,13,98,0,1,282
7746,29950,61,0,76,0,4,292
7747,24195,90,32,70,0,2,360
7748,37657,73,30,11,0,8,388
7749,47481,116,20,39,0,1,556
7750,63354,106,16,39,0,9,508
7751,57591,66,5,74,0,2,316
7752,37657,71,14,62,0,2,340
7753,34919,82,14,99,1,2,277
7754,76879,101,20,44,0,5,487
7755,61584,61,18,93,0,2,205
7756,28792,185,34,20,3,1,1166
7757,37657,105,27,42,0,4,504
7758,26713,71,22,69,0,1,142
7759,37657,129,2,72,0,1,928
7760,34244,87,14,34,2,2,417
7761,25251,66,13,43,0,2,316
7762,37657,68,19,53,0,3,326
7763,59848,73,5,98,1,3,131
7764,39815,64,17,68,0,2,91
7765,58840,86,25,44,0,1,73
7766,97131,64,5,80,0,6,307
7767,58089,118,31,83,0,1,566
7768,37657,71,7,87,0,1,340
7769,37657,126,2,96,2,1,656
7770,21808,119,0,71,0,1,571
7771,89771,114,5,83,0,2,432
7772,36776,65,21,21,0,2,240
7773,31213,65,0,29,0,1,312
7774,37657,115,33,0,0,3,987
7775,37657,61,11,39,0,2,439
7776,37657,107,13,17,0,5,513
7777,32555,68,32,72,0,2,86
7778,37657,69,15,9,0,2,496
7779,29735,69,3,92,0,1,331
7780,80590,74,26,3,0,1,97
7781,22565,132,0,20,0,1,633
7782,54817,137,24,28,0,1,209
7783,37657,62,26,34,0,2,42
7784,55393,74,15,6,1,3,2
7785,37657,83,12,97,0,2,597
7786,75634,110,13,52,0,2,432
7787,62464,109,23,45,0,4,400
7788,72648,61,0,78,0,5,120
7789,77167,66,15,99,0,3,137
7790,56980,84,33,70,0,7,599
7791,27444,66,21,88,0,3,313
7792,57289,86,21,88,0,3,562
7793,84091,105,18,48,0,9,380
7794,37657,67,33,21,2,1,806
7795,59590,136,15,67,0,5,460
7796,89672,72,7,92,0,1,309
7797,96535,66,11,85,0,3,271
7798,25575,117,10,41,0,2,561
7799,38910,78,3,78,0,2,20
7800,39426,114,33,12,0,1,412
7801,28304,91,10,30,2,1,655
7802,52210,80,6,74,0,9,384
7803,37657,102,20,46,0,3,273
7804,94851,104,6,33,0,3,190
7805,37657,67,16,92,0,1,399
7806,18608,71,13,24,0,1,340
7807,41025,92,22,92,0,6,20
7808,71449,102,17,7,0,2,734
7809,92653,83,15,80,1,6,456
7810,33190,106,18,95,0,2,508
7811,24290,82,15,84,0,8,393
7812,22571,63,29,51,0,9,302
7813,26409,71,30,70,0,5,475
7814,21616,93,4,41,0,7,944
7815,36463,92,8,25,0,3,441
7816,14290,271,20,40,0,1,1300
7817,34645,69,1,2,3,5,220
7818,67001,131,7,36,0,1,463
7819,96200,107,9,45,0,3,513
7820,69241,93,2,63,0,3,111
7821,55843,64,3,80,0,2,307
7822,20305,76,14,63,1,2,496
7823,37657,68,10,81,0,1,489
7824,44329,112,25,58,0,3,537
7825,44279,61,32,7,0,3,292
7826,37657,87,4,4,3,1,420
7827,34695,113,1,60,0,5,100
7828,79297,64,34,64,0,6,72
7829,37657,62,29,72,0,1,297
7830,84183,72,29,86,0,4,255
7831,53375,79,20,92,0,2,127
7832,32046,127,28,23,0,4,475
7833,91393,67,19,54,0,6,460
7834,76731,64,2,68,0,1,201
7835,82081,249,1,62,0,2,753
7836,51337,88,3,70,0,1,72
7837,74015,72,12,61,0,6,471
7838,37657,117,10,37,0,1,842
7839,37657,77,19,17,0,1,554
7840,68849,67,9,67,0,2,252
7841,37376,99,34,52,0,3,65
7842,37657,64,12,25,0,1,621
7843,62464,109,23,45,0,4,400
7844,88304,95,2,17,0,2,276
7845,37657,112,11,9,0,2,682
7846,65900,62,17,41,0,2,297
7847,37657,67,27,71,0,6,321
7848,61374,113,5,27,0,3,210
7849,37657,110,1,53,1,2,528
7850,31841,78,24,11,0,1,126
7851,27861,65,22,67,0,1,312
7852,37657,83,22,0,3,5,736
7853,37657,84,18,25,1,4,481
7854,94550,90,0,93,0,7,432
7855,39604,68,2,21,0,8,63
7856,42928,93,20,65,0,2,651
7857,54737,66,3,86,0,1,391
7858,37657,68,14,46,0,2,489
7859,80587,78,7,5,0,6,276
7860,37657,194,26,10,0,5,931
7861,80028,86,34,37,0,2,114
7862,11904,61,34,11,2,3,292
7863,54872,121,9,50,0,3,580
7864,37657,99,2,30,0,2,204
7865,37657,74,24,63,0,2,532
7866,46417,74,16,14,0,7,164
7867,46239,67,17,1,3,4,6
7868,37657,73,18,61,0,1,350
7869,25550,61,28,13,0,1,439
7870,27514,197,12,97,0,8,1367
7871,84417,98,5,32,0,7,139
7872,55906,86,26,3,0,2,58
7873,21638,65,9,81,0,8,468
7874,16121,65,5,85,2,2,312
7875,36261,68,3,71,0,2,16
7876,11432,119,11,9,0,2,571
7877,62566,65,4,3,1,1,48
7878,10312,78,10,63,0,1,486
7879,67778,64,17,17,1,1,171
7880,92895,77,5,2,0,7,43
7881,55290,65,26,33,0,4,13
7882,23377,116,15,19,0,3,556
7883,38713,66,31,69,4,6,316
7884,37657,66,17,92,1,1,145
7885,56342,69,12,89,0,1,331
7886,29593,137,15,52,0,2,657
7887,18495,113,10,15,0,2,542
7888,82887,66,22,4,1,1,420
7889,71366,94,23,56,0,2,265
7890,49078,97,10,3,0,2,484
7891,10787,71,33,25,0,8,697
7892,37657,73,12,42,0,2,350
7893,10194,65,34,35,0,4,312
7894,81763,72,22,12,1,1,518
7895,59763,73,4,31,0,2,350
7896,37657,78,7,63,0,2,561
7897,96832,85,19,23,0,3,408
7898,21135,130,14,59,0,1,678
7899,16143,62,3,73,1,1,32
7900,74015,72,12,61,0,6,471
7901,84178,74,34,80,0,2,12
7902,37657,70,32,14,0,1,504
7903,37657,63,10,19,0,2,661
7904,63936,189,4,29,0,5,765
7905,37657,83,17,28,0,4,597
7906,37940,129,11,36,0,1,512
7907,30703,70,15,58,0,1,336
7908,54898,69,25,32,0,9,176
7909,89030,139,31,62,0,2,49
7910,15630,115,8,60,1,3,656
7911,35625,65,10,56,1,3,288
7912,48329,67,9,70,0,1,470
7913,11904,61,34,11,2,3,292
7914,12261,125,26,80,0,1,600
7915,37657,86,15,94,0,9,39
7916,87810,94,15,26,3,2,225
7917,64744,139,5,34,0,5,41
7918,37657,117,13,11,0,8,957
7919,60735,135,11,59,0,2,571
7920,37657,67,5,53,0,1,482
7921,36261,118,14,78,0,2,1197
7922,37657,135,32,33,0,1,648
7923,37657,122,15,47,0,9,650
7924,23277,77,14,68,2,1,369
7925,50320,73,24,6,0,5,297
7926,49675,65,10,54,0,1,312
7927,19508,61,22,59,0,2,292
7928,20815,110,7,35,0,9,528
7929,46621,61,20,31,0,2,30
7930,22775,184,6,10,0,3,883
7931,91814,63,30,99,0,3,167
7932,20396,76,15,60,1,4,364
7933,73836,182,8,35,3,1,553
7934,55910,86,4,3,0,1,324
7935,43054,68,5,41,0,4,326
7936,64543,65,1,84,0,2,200
7937,75988,67,0,40,0,2,200
7938,37657,64,26,99,0,2,572
7939,29051,73,31,79,0,1,153
7940,87382,72,26,65,0,5,345
7941,30694,91,22,23,1,1,436
7942,37657,85,4,18,0,2,877
7943,49259,144,35,36,0,2,820
7944,47528,77,10,73,1,1,277
7945,70624,106,6,52,0,3,49
7946,37657,64,27,62,0,2,505
7947,31409,93,10,50,0,2,381
7948,35504,128,4,86,0,3,404
7949,44833,72,24,59,0,3,345
7950,24423,67,5,62,0,6,321
7951,37657,127,20,31,0,2,609
7952,37657,69,22,98,3,8,433
7953,37657,61,5,51,0,7,439
7954,96917,71,31,16,0,9,373
7955,84450,68,18,12,0,1,291
7956,37657,111,4,8,0,2,1018
7957,37657,115,19,39,0,2,840
7958,10097,110,17,69,0,1,218
7959,33255,138,0,20,0,1,662
7960,94132,73,31,68,0,2,350
7961,42602,85,7,75,3,3,63
7962,17250,62,16,90,0,3,175
7963,74212,73,16,26,0,1,188
7964,85756,61,18,74,0,3,117
7965,24910,63,7,63,1,1,347
7966,41596,66,12,12,0,5,316
7967,72202,63,12,13,0,1,453
7968,33967,76,0,60,0,8,364
7969,77951,93,28,46,3,1,19
7970,77521,73,6,66,0,3,350
7971,37657,109,12,66,0,2,852
7972,86305,62,1,99,0,5,80
7973,37657,92,4,83,2,3,662
7974,57693,76,16,56,0,3,547
7975,37657,112,6,37,3,7,78
7976,33137,74,16,8,0,4,472
7977,37657,68,24,31,0,2,489
7978,44938,183,7,37,0,1,2069
7979,33617,117,6,12,0,2,761
7980,38460,61,11,98,0,1,191
7981,37657,67,23,88,0,1,482
7982,40171,123,13,23,0,1,576
7983,37657,64,10,72,0,2,307
7984,36631,62,30,77,0,1,67
7985,74335,187,3,4,0,1,896
7986,79421,104,2,85,0,2,115
7987,38466,68,18,5,0,8,204
7988,54495,61,7,3,0,8,182
7989,37657,112,8,28,0,1,806
7990,14290,271,20,40,0,1,1300
7991,37657,73,9,94,0,2,350
7992,45776,89,2,17,0,2,95
7993,94263,98,33,78,0,3,112
7994,12181,108,10,19,0,4,591
7995,97268,85,23,88,0,2,35
7996,28995,67,28,42,0,1,321
7997,25030,113,16,97,4,1,542
7998,12613,70,6,81,0,3,336
7999,37657,64,18,30,0,1,460
8000,25927,103,6,20,0,1,674
8001,37657,134,29,43,0,6,643
8002,28215,65,15,26,0,3,468
8003,18375,103,8,50,0,1,535
8004,43221,87,33,51,0,7,398
8005,37657,84,4,29,0,1,849
8006,37657,84,18,25,1,4,481
8007,52082,79,2,47,0,1,379
8008,50719,68,10,28,0,1,394
8009,37657,123,33,35,0,1,590
8010,37657,110,7,40,0,5,528
8011,39248,87,27,22,0,1,386
8012,37657,82,11,35,0,1,590
8013,68463,70,19,67,1,1,336
8014,38096,99,3,28,0,1,475
8015,42124,101,3,78,0,6,484
8016,21073,106,25,54,1,3,508
8017,24149,61,15,10,0,3,292
8018,10312,78,10,63,0,1,486
8019,37657,77,15,31,0,1,404
8020,74115,63,24,24,0,2,275
8021,34624,95,28,66,0,1,270
8022,36108,128,5,35,2,9,614
8023,37657,127,22,53,0,1,914
8024,37657,118,23,54,0,1,959
8025,43184,102,6,81,0,2,376
8026,37657,67,9,37,0,1,146
8027,35349,102,7,2,0,4,489
8028,37657,124,32,75,0,1,250
8029,35095,73,25,56,0,2,525
8030,13164,70,0,45,0,2,75
8031,37657,141,7,32,0,1,676
8032,94880,79,18,73,3,3,347
8033,95301,114,34,43,0,1,547
8034,56202,107,19,33,0,8,513
8035,35592,82,34,38,0,1,496
8036,37657,113,4,13,0,2,542
8037,37657,102,1,99,0,1,489
8038,37657,89,6,55,0,2,640
8039,11097,73,26,50,0,4,350
8040,74900,208,31,63,0,6,998
8041,23576,89,8,72,0,2,383
8042,23393,95,26,37,0,1,456
8043,37657,95,3,29,0,9,149
8044,37657,73,3,93,0,1,350
8045,66346,87,15,7,1,4,78
8046,58109,86,9,6,0,1,412
8047,92766,71,17,15,0,2,379
8048,26307,73,26,1,0,2,313
8049,37657,69,6,52,0,2,238
8050,21171,72,2,40,0,3,345
8051,82753,114,3,42,0,2,264
8052,37657,64,8,12,0,1,757
8053,39754,85,2,35,0,1,62
8054,37657,67,29,88,0,2,321
8055,37657,76,17,34,1,2,364
8056,37657,70,18,46,0,2,712
8057,91915,186,0,91,0,1,93
8058,21514,62,0,59,0,2,257
8059,43276,104,16,11,0,1,499
8060,75531,102,2,13,0,4,489
8061,23665,67,19,50,0,2,404
8062,37657,118,9,26,0,1,566
8063,96337,127,19,12,0,3,609
8064,60180,183,14,70,0,2,988
8065,37657,63,4,52,0,2,685
8066,30376,66,26,16,0,6,316
8067,88997,72,9,71,0,3,174
8068,69236,63,31,83,1,1,110
8069,27627,63,10,43,0,2,453
8070,77524,68,12,95,3,6,64
8071,75449,61,3,31,0,1,130
8072,35666,131,12,76,0,1,312
8073,17658,65,10,44,0,1,312
8074,37657,71,0,44,0,1,340
8075,20567,72,24,76,4,1,345
8076,30061,104,4,22,0,1,499
8077,37657,74,32,62,0,3,532
8078,20354,116,23,0,0,1,556
8079,36637,192,28,52,0,3,921
8080,37657,131,34,61,0,9,628
8081,63860,62,26,81,0,1,208
8082,37657,199,4,29,3,1,955
8083,58544,114,19,48,0,2,769
8084,54586,76,1,91,0,2,122
8085,57248,74,31,17,0,1,355
8086,37657,134,15,3,0,1,964
8087,66037,69,2,83,0,2,69
8088,29462,107,28,23,1,1,513
8089,64541,86,16,43,0,2,256
8090,27382,71,33,35,0,1,134
8091,32311,79,10,23,0,3,207
8092,23830,76,24,22,1,1,364
8093,88178,70,32,78,0,2,336
8094,72236,80,2,29,0,2,518
8095,37657,112,19,42,0,6,438
8096,67890,63,23,26,0,3,174
8097,38713,66,31,69,4,6,316
8098,77803,63,30,18,0,2,217
8099,51643,283,16,43,0,1,1358
8100,46402,113,7,2,0,1,476
8101,92044,132,7,77,0,3,617
8102,16040,96,29,93,0,2,611
8103,37657,135,12,84,4,2,980
8104,17622,65,1,36,1,3,312
8105,37657,188,5,61,4,1,2156
8106,12430,73,22,13,0,4,350
8107,58414,210,7,24,2,1,1008
8108,17257,70,1,88,0,2,551
8109,70492,70,29,82,0,7,328
8110,68229,96,11,41,0,5,460
8111,33397,106,31,15,0,5,508
8112,72503,106,29,99,0,2,295
8113,90349,64,31,77,0,1,435
8114,37657,87,24,23,0,7,626
8115,25480,117,26,49,3,1,486
8116,72462,68,8,70,0,2,272
8117,27677,72,10,82,1,3,345
8118,25743,79,13,63,0,8,596
8119,74935,112,15,62,0,1,192
8120,37657,71,13,50,0,1,511
8121,15921,92,9,12,1,4,571
8122,30095,136,0,94,0,2,652
8123,20587,106,14,21,0,2,363
8124,37657,117,9,12,0,2,1227
8125,29628,106,29,45,0,9,763
8126,28677,78,3,30,0,2,131
8127,87094,113,20,17,1,5,64
8128,37657,64,25,89,0,4,181
8129,43736,128,0,88,0,3,614
8130,69379,103,14,79,0,1,494
8131,80415,62,24,15,0,2,281
8132,26050,97,4,51,0,1,465
8133,57449,103,6,28,0,2,494
8134,68211,99,9,21,0,2,475
8135,28445,103,18,72,0,6,427
8136,37313,62,34,39,0,6,246
8137,37657,110,27,48,1,2,1066
8138,29194,89,28,31,0,1,424
8139,79090,107,2,74,0,3,289
8140,22571,63,29,51,0,9,302
8141,37657,139,16,33,0,2,1066
8142,48744,86,3,59,0,1,412
8143,37657,71,24,32,0,1,511
8144,29530,74,31,79,0,4,222
8145,67798,69,1,78,0,9,331
8146,16208,93,22,20,0,1,446
8147,94757,112,0,25,0,1,5
8148,37995,139,16,50,0,1,667
8149,72302,66,6,27,0,1,316
8150,37934,137,2,58,1,8,385
8151,19382,94,31,18,0,2,676
8152,33191,70,9,80,0,9,443
8153,72389,70,3,76,0,1,206
8154,91475,64,28,35,0,3,73
8155,37657,111,2,29,0,3,799
8156,43682,107,12,73,0,1,148
8157,39854,66,6,4,0,7,261
8158,52162,99,1,63,0,4,251
8159,37657,134,32,27,0,1,643
8160,74755,195,10,10,0,1,1404
8161,85339,95,6,43,0,2,392
8162,57709,125,10,26,0,1,600
8163,26802,66,7,43,1,5,316
8164,37657,73,33,44,0,3,152
8165,18577,86,21,76,0,6,412
8166,37657,107,3,65,0,3,513
8167,37657,253,15,40,5,7,1214
8168,21546,119,20,66,1,1,625
8169,49182,70,6,86,0,2,165
8170,32238,91,15,80,0,4,439
8171,37657,68,24,2,0,2,326
8172,98118,83,28,68,3,3,398
8173,22971,101,24,8,0,2,562
8174,49161,63,16,41,2,3,171
8175,90252,95,1,77,0,7,122
8176,25036,61,11,30,1,1,292
8177,28314,121,21,37,0,1,580
8178,56337,97,26,25,0,3,465
8179,99074,77,4,40,1,9,208
8180,31708,94,3,43,1,1,451
8181,37657,83,3,85,1,1,398
8182,37657,67,23,39,1,2,431
8183,28215,65,15,26,0,3,468
8184,37657,119,3,24,0,2,856
8185,21119,128,1,79,0,4,614
8186,37657,66,14,16,0,2,475
8187,37657,69,33,49,1,2,331
8188,37657,70,9,19,0,3,20
8189,13662,85,29,37,0,3,408
8190,37657,112,12,93,0,3,537
8191,37657,109,18,2,0,2,691
8192,79251,67,10,32,1,1,321
8193,51294,116,19,45,0,2,113
8194,37657,105,2,38,2,7,847
8195,37657,62,34,71,0,1,675
8196,37657,107,27,27,0,9,513
8197,29124,129,15,41,4,1,619
8198,37657,65,19,33,0,3,312
8199,97266,79,29,84,0,1,546
8200,48207,63,28,85,2,8,164
8201,37657,69,5,78,0,2,331
8202,37657,88,3,8,0,1,325
8203,97316,67,13,18,0,7,309
8204,63860,62,26,81,0,1,208
8205,72633,67,28,91,0,8,155
8206,28013,266,25,30,0,2,1276
8207,60479,96,1,44,0,3,85
8208,37657,68,24,42,0,2,519
8209,14151,72,5,41,1,1,345
8210,75891,61,1,5,0,2,61
8211,37657,183,5,81,0,1,1317
8212,53078,73,1,10,0,5,764
8213,20031,86,4,83,0,2,109
8214,92070,74,16,1,0,1,368
8215,44509,61,8,68,0,1,226
8216,37657,73,22,93,0,2,525
8217,91967,113,4,74,0,1,156
8218,37657,63,20,5,0,1,302
8219,97379,119,10,62,0,2,354
8220,14290,271,20,40,0,1,1300
8221,37657,119,3,11,1,8,729
8222,37657,194,31,11,0,4,1396
8223,37657,68,4,71,0,2,256
8224,21927,71,32,40,0,2,128
8225,69096,99,24,32,0,2,64
8226,37657,72,8,14,2,8,518
8227,28513,100,4,22,1,2,480
8228,81687,61,7,77,0,6,292
8229,13792,87,2,3,2,3,620
8230,32184,136,14,91,1,2,266
8231,26432,88,19,89,3,2,422
8232,59232,85,6,75,0,2,408
8233,37657,72,26,12,3,2,345
8234,23577,68,1,67,0,2,91
8235,37657,80,27,88,0,3,848
8236,26670,98,23,13,0,1,541
8237,87403,68,1,63,0,2,456
8238,51455,67,16,85,0,1,11
8239,30242,72,30,23,0,3,48
8240,64311,62,21,79,0,2,157
8241,37657,70,21,70,0,1,405
8242,37722,116,8,23,0,8,158
8243,42336,69,12,56,0,1,25
8244,25998,71,16,38,0,2,791
8245,24887,68,33,6,0,2,326
8246,37657,82,15,82,0,1,590
8247,90918,64,22,19,0,2,163
8248,78834,72,14,20,2,8,345
8249,37657,62,27,14,0,3,434
8250,27872,61,19,78,0,3,186
8251,24012,112,30,91,1,3,82
8252,16367,94,2,99,0,9,515
8253,55479,68,5,7,1,1,117
8254,40778,86,1,59,0,1,412
8255,37657,137,22,68,3,6,1532
8256,37657,102,28,11,0,1,660
8257,37657,96,29,22,4,2,460
8258,95438,83,25,76,0,1,99
8259,12430,73,22,13,0,4,350
8260,95697,107,29,29,0,9,178
8261,37657,74,26,84,0,2,532
8262,28108,114,6,27,0,3,547
8263,25370,102,10,77,0,2,489
8264,37657,105,31,85,0,5,756
8265,28672,71,14,34,0,2,340
8266,22705,239,19,59,0,7,1294
8267,67798,69,1,78,0,9,331
8268,61367,70,7,85,0,2,498
8269,59207,116,23,21,0,2,556
8270,67423,65,24,0,0,9,293
8271,35095,73,25,56,0,2,525
8272,26380,96,29,70,0,4,177
8273,88731,66,10,72,0,1,148
8274,61409,68,30,80,0,2,264
8275,37657,167,30,40,0,5,1985
8276,37657,79,21,53,1,7,407
8277,74931,89,13,16,0,1,230
8278,74770,86,23,10,0,1,412
8279,37657,95,14,81,5,1,619
8280,44299,107,0,73,0,2,180
8281,37657,71,22,10,1,1,390
8282,63326,72,2,34,0,1,361
8283,37657,73,12,42,0,7,794
8284,21720,128,5,7,0,1,837
8285,55571,135,4,46,0,1,904
8286,34759,61,30,84,0,1,302
8287,37657,68,18,81,0,3,352
8288,38638,74,5,84,0,2,355
8289,80927,62,25,8,0,1,211
8290,37657,65,33,1,0,3,585
8291,81914,70,6,33,0,6,198
8292,37657,92,9,24,0,3,662
8293,37657,72,28,64,0,1,345
8294,37657,74,5,75,4,1,369
8295,37657,69,14,10,1,1,757
8296,25407,98,2,88,0,1,284
8297,86073,70,2,96,0,3,291
8298,23818,104,6,1,1,1,499
8299,21326,99,22,9,0,3,632
8300,18486,86,24,95,0,1,412
8301,10458,102,11,29,0,4,489
8302,82528,131,10,65,0,1,258
8303,38223,112,27,18,2,1,537
8304,63438,72,32,67,0,1,36
8305,13432,92,5,82,0,8,610
8306,26848,114,10,50,0,1,100
8307,14072,71,13,3,0,2,511
8308,28909,66,15,66,0,8,456
8309,35159,68,0,73,0,1,150
8310,64255,70,7,36,0,8,193
8311,37657,84,8,30,0,7,604
8312,88842,90,32,42,0,1,350
8313,39377,64,7,53,0,1,307
8314,12430,73,22,13,0,4,350
8315,21986,63,1,9,0,1,333
8316,27435,76,9,6,0,1,455
8317,25251,66,13,43,0,2,316
8318,29881,85,27,95,0,6,17
8319,11885,101,18,39,0,2,484
8320,40420,104,2,10,0,7,499
8321,74837,66,9,18,0,7,376
8322,67591,77,2,78,0,1,198
8323,47590,119,14,25,0,1,121
8324,75474,62,12,7,0,1,297
8325,57177,92,14,51,0,2,441
8326,52344,66,4,7,0,1,182
8327,20072,70,26,34,0,2,487
8328,33604,105,5,80,0,2,357
8329,37657,61,2,76,0,2,292
8330,37741,74,3,59,0,1,355
8331,48471,83,5,20,1,2,208
8332,58089,118,31,83,0,1,566
8333,27681,83,13,62,0,9,398
8334,28992,74,3,90,4,2,355
8335,55986,119,3,60,0,9,388
8336,94042,132,13,67,0,9,633
8337,37657,101,11,34,0,3,563
8338,37657,67,19,70,0,1,482
8339,70164,88,34,3,0,2,375
8340,22886,65,9,81,0,3,312
8341,19948,89,17,84,0,1,427
8342,39293,74,17,48,0,6,352
8343,28432,118,1,59,0,2,612
8344,37657,70,1,30,0,2,504
8345,37657,107,2,93,0,4,1166
8346,47412,81,10,39,0,7,421
8347,37657,65,12,46,0,2,312
8348,68351,107,16,90,0,2,725
8349,58733,74,26,42,0,9,355
8350,58187,95,18,39,0,2,76
8351,63189,88,16,95,0,1,569
8352,37657,254,23,55,0,1,1828
8353,44006,130,18,26,0,4,494
8354,60932,101,7,35,0,3,484
8355,56704,71,33,50,0,2,84
8356,37657,74,12,72,1,2,355
8357,24254,68,11,84,0,5,326
8358,37657,128,15,37,0,2,1345
8359,57125,68,13,99,0,3,326
8360,37657,119,9,8,0,3,571
8361,37657,64,17,84,0,9,307
8362,72075,73,32,1,2,1,22
8363,34317,78,6,32,2,1,263
8364,96745,179,14,25,5,3,859
8365,95427,65,2,85,0,5,442
8366,37657,146,5,84,0,3,1404
8367,30606,71,11,7,0,1,253
8368,37876,69,13,15,0,1,300
8369,37657,110,17,59,0,1,528
8370,57474,97,21,44,0,3,280
8371,22828,106,11,54,0,2,508
8372,65096,67,3,81,3,8,321
8373,37657,88,1,66,0,1,87
8374,51066,74,23,0,0,8,787
8375,96866,113,26,88,1,2,377
8376,20934,61,14,35,1,1,292
8377,32510,119,29,38,0,1,571
8378,58577,110,6,62,0,1,303
8379,73268,137,30,35,0,3,41
8380,37657,80,8,44,0,3,576
8381,19683,117,17,41,1,9,561
8382,38713,66,31,69,4,6,316
8383,62370,94,4,10,2,2,32
8384,28476,62,3,76,0,1,297
8385,74915,122,13,17,0,2,393
8386,57709,125,10,26,0,1,600
8387,94676,69,27,14,0,3,331
8388,43543,76,11,62,0,8,339
8389,68297,212,6,42,3,2,1272
8390,74241,61,21,57,0,1,138
8391,61385,86,25,35,0,1,199
8392,37657,62,0,23,0,8,446
8393,37657,118,14,64,0,4,566
8394,52548,101,10,1,0,5,587
8395,37657,95,22,17,0,1,429
8396,26605,100,33,13,0,1,933
8397,37657,67,25,32,0,1,181
8398,37657,70,23,32,0,7,754
8399,82667,64,5,65,1,2,307
8400,31789,130,11,65,0,2,316
8401,37657,71,10,85,0,3,551
8402,25151,69,22,19,0,1,318
8403,37657,87,25,6,2,1,414
8404,24053,87,33,53,1,7,624
8405,37657,117,5,3,0,2,1373
8406,55407,101,30,68,1,1,275
8407,62461,73,15,7,0,1,129
8408,29406,68,33,79,0,6,326
8409,89420,67,3,83,0,2,212
